timestamp,weekday,month,day,hour,minute,second,year
2025-01-28 17:31:47.349446,Tuesday,1,28,17,31,47,2025
2025-01-28 17:31:49.350769,Tuesday,1,28,17,31,49,2025
2025-01-28 17:31:51.351445,Tuesday,1,28,17,31,51,2025
2025-01-28 17:31:53.352784,Tuesday,1,28,17,31,53,2025
2025-01-28 17:31:55.354135,Tuesday,1,28,17,31,55,2025
2025-01-28 17:31:57.355919,Tuesday,1,28,17,31,57,2025
2025-01-28 17:31:59.357271,Tuesday,1,28,17,31,59,2025
2025-01-28 17:32:01.358614,Tuesday,1,28,17,32,1,2025
2025-01-28 17:32:03.360067,Tuesday,1,28,17,32,3,2025
2025-01-28 17:32:05.360859,Tuesday,1,28,17,32,5,2025
2025-01-28 17:32:07.362160,Tuesday,1,28,17,32,7,2025
2025-01-28 17:32:09.363935,Tuesday,1,28,17,32,9,2025
2025-01-28 17:32:11.365343,Tuesday,1,28,17,32,11,2025
2025-01-28 17:32:13.367469,Tuesday,1,28,17,32,13,2025
2025-01-28 17:32:15.368165,Tuesday,1,28,17,32,15,2025
2025-01-28 17:32:17.369302,Tuesday,1,28,17,32,17,2025
2025-01-28 17:32:19.370942,Tuesday,1,28,17,32,19,2025
2025-01-28 17:32:21.372869,Tuesday,1,28,17,32,21,2025
2025-01-28 17:32:23.373541,Tuesday,1,28,17,32,23,2025
2025-01-28 17:32:25.375443,Tuesday,1,28,17,32,25,2025
2025-01-28 17:32:27.376607,Tuesday,1,28,17,32,27,2025
2025-01-28 17:32:29.377014,Tuesday,1,28,17,32,29,2025
2025-01-28 17:32:31.378133,Tuesday,1,28,17,32,31,2025
2025-01-28 17:32:33.379376,Tuesday,1,28,17,32,33,2025
2025-01-28 17:32:35.380205,Tuesday,1,28,17,32,35,2025
2025-01-28 17:32:37.380871,Tuesday,1,28,17,32,37,2025
2025-01-28 17:32:39.381559,Tuesday,1,28,17,32,39,2025
2025-01-28 17:32:41.382647,Tuesday,1,28,17,32,41,2025
2025-01-28 17:32:43.383920,Tuesday,1,28,17,32,43,2025
2025-01-28 17:32:45.384564,Tuesday,1,28,17,32,45,2025
2025-01-28 17:32:47.386160,Tuesday,1,28,17,32,47,2025
2025-01-28 17:32:49.387424,Tuesday,1,28,17,32,49,2025
2025-01-28 17:32:51.388613,Tuesday,1,28,17,32,51,2025
2025-01-28 17:32:53.389728,Tuesday,1,28,17,32,53,2025
2025-01-28 17:32:55.391361,Tuesday,1,28,17,32,55,2025
2025-01-29 19:38:34.979565,Wednesday,1,29,19,38,34,2025
2025-01-29 19:38:36.980850,Wednesday,1,29,19,38,36,2025
2025-01-29 19:38:38.981726,Wednesday,1,29,19,38,38,2025
2025-01-29 19:38:40.982494,Wednesday,1,29,19,38,40,2025
2025-01-29 19:38:42.983845,Wednesday,1,29,19,38,42,2025
2025-01-29 19:38:44.985212,Wednesday,1,29,19,38,44,2025
2025-01-29 19:38:46.987333,Wednesday,1,29,19,38,46,2025
2025-01-29 19:38:48.989293,Wednesday,1,29,19,38,48,2025
